cust_id,AVARAGE _INTER_BOUNCE_TIME,salary of customer,FIRST 3 MONTH_BOUNCE_RATIO,FIRST_MONTH_BOUNCE,LATEST 3 MONTH_BOUNCE_RATIO,LATEST 3 MONTH_CLEAR_RATIO,LATEST_3 MONTHONTH_AVARAGE UNIQ_INTENSITY,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_GT15D,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_LQ15D,LATEST_MONTH_BOUNCE,LATEST_MONTH_FIRST_FOLLOWUP_DAY,LATEST_MONTH_LAST_FOLLOWUP_DAY,LATEST_MONTH_UNIQ_INTENSITY,month on book,NEVER_BOUNCE_FLAG,NUMBER OF TIME_BANK_CLEAR,NUMBER OF TIME_BOUNCE_PAID_BY_ END OF THE MONTH,NUMBER OF TIME_BOUNCES_LATEST_25PT,NUMBER OF TIME_CLEAR,number of deviations customer have at time of disbursal. ,Median day Offline payment  (like manual or mobility app payment)number of receipt cut,On which day receipt cut has been done,median receipt cut in last 6 month,remaining tenure of customer,RATE OF INTEREST,total number of dre receipt cut,TOTAL_OUTSTANDING_BALANCE LIVE_TRACTOR LOAN,number of unique receipt cut
cust233,0.5,300000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,17,11,17,7,24,2,,2
cust234,,300000,0,,0,0,,,,,,,,1,NO,,,,,2,0,4,0,19,22.5,0,,0
cust235,,450000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,19.03,0,,0
cust236,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,23,20,0,,0
cust237,,530000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,32,19.52,0,,0
cust238,0.5,100000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,23,17,23,15,25.89,2,,2
cust239,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,5,5,5,17,18.52,2,,2
cust240,0.5,180700,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,21,9,21,33,16.15,2,,2
cust241,0,530000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,10,5,46,19.52,1,,1
cust242,,837896,0,,0,0,,,,,,,,1,NO,,,,,0,0,11,0,23,27.07,0,,0
cust243,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,17,0,11,26.07,0,,0
cust244,0,590000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,3,5,5,5,15,22,1,,1
cust245,,311717,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,34,22.02,0,,0
cust246,,350762,0,,0,0,,,,,,,,2,NO,,,,,3,0,5,0,30,22.09,0,,0
cust247,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,8,5,8,22,25.85,1,,1
cust248,,900000,0,,0,0,,,,,,,,2,NO,,,,,1,0,8,0,27,21.4,0,,0
cust249,,395515,0,,0,0,,,,,,,,2,NO,,,,,1,0,10,0,22,25.22,0,,0
cust250,0,725000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,9,21.63,1,,1
cust251,,138110,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,34,17.02,0,,0
cust252,0,262684,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,20,17,20,17,23.33,2,,2
cust253,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,17,5,17,49,19,2,,2
cust254,0.5,1237128,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,19,,19,33,17.03,2,,2
cust255,,500000,0,,0,0,,,,,,,,3,NO,,,,,1,0,30,0,45,22.11,0,,0
cust256,,590000,0,,0,0,,,,,,,,2,NO,,,,,0,0,5,0,16,27.25,0,,0
cust257,0,259501,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,8,5,8,21,27.82,1,,1
cust258,0,253909,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,6,,6,21,23.52,2,,2
cust259,0,325000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,6,5,20,19.51,1,,1
cust260,,81365,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,29,21,0,,0
cust261,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,23,20.9,0,,0
cust262,,200000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,17,21.15,0,,0
cust263,0,1790000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,8,7,8,9,24,2,,2
cust264,0,165000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,10,6,10,27,23.93,1,,1
cust265,0,475000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,5,19,5,10,26.69,1,,1
cust266,,720000,0,,0,0,,,,,,,,1,NO,,,,,1,0,9,0,17,22.88,0,,0
cust267,,1440000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,23.44,0,,0
cust268,,125000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,41,21.03,0,,0
cust269,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,3,8,7,8,48,18.77,2,,2
cust270,0,650000,0.5,1,0.5,0,0,0,0,0,0,0,0,3,NO,0,1,0,0,1,15,6,15,43,19.18,2,,2
cust271,0,275000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,6,5,6,22,20.94,1,,1
cust272,,490000,0,,0,0,,,,,,,,1,NO,,,,,1,0,22,0,41,18.08,0,,0
cust273,,410000,0,,0,0,,,,,,,,1,NO,,,,,3,0,7,0,63,18.04,0,,0
cust274,,245000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,23,17.29,0,,0
cust275,,450000,0,,0,0,,,,,,,,1,NO,,,,,2,0,23,0,44,18.07,0,,0
cust276,,570000,0,,0,0,,,,,,,,1,NO,,,,,1,0,13,0,47,18.24,0,,0
cust277,,730000,0,,0,0,,,,,,,,1,NO,,,,,3,0,16,0,62,18.02,0,,0
cust278,,430000,0,,0,0,,,,,,,,1,NO,,,,,3,0,4,0,45,18.36,0,,0
cust279,,490000,0,,0,0,,,,,,,,1,NO,,,,,4,0,21,0,57,18.02,0,,0
cust280,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,11,18.01,0,,0
cust281,,695000,0,,0,0,,,,,,,,1,NO,,,,,1,0,13,0,58,16.02,0,,0
cust282,,116224,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,47,16.31,0,,0
cust283,,127474,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,28,24,0,,0
cust284,,600000,0,,0,0,,,,,,,,1,NO,,,,,2,0,30,0,23,21,0,,0
cust285,0,600000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,5,5,5,22,22,1,,1
cust286,,1025000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,21.93,0,,0
cust287,,625000,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,23,20,0,,0
cust288,0.5,40905000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,15,,15,51,19.17,2,,2
cust289,0,610000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,9,5,9,9,25,2,,2
cust290,0,790000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,32,19.52,1,,1
cust291,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,6,18,6,33,19,2,,2
cust292,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,45,20,1,,1
cust293,0.5,300000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,24,31,24,21,23,2,,2
cust294,0,325000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,13,25,13,21,23,2,,2
cust295,0.5,1250000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,15,12,15,15,26,2,,2
cust296,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,14,18,14,29,21,1,,1
cust297,0,150000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,4,6,22,21,1,,1
cust298,0,1125000,0,0,0,1,0,0,0,0,0,0,0,2,YES,1,0,0,1,1,30,,30,32,21,1,,1
cust299,,400000,0,,0,0,,,,,,,,1,NO,,,,,2,0,18,0,23,21,0,,0
cust300,0,125000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,29,31,29,10,24,1,,1
cust301,0.5,100000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,11,5,11,21,20,2,,2
cust302,0.5,192000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,16,11,16,21,19,2,,2
cust303,,850000,0,,0,0,,,,,,,,1,NO,,,,,1,0,11,0,45,18.35,0,,0
cust304,,415000,0,,0,0,,,,,,,,1,NO,,,,,2,0,16,0,45,17.18,0,,0
cust305,,950000,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,58,18.31,0,,0
cust306,,850000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,34,18.44,0,,0
cust307,,690000,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,40,17.13,0,,0
cust308,,950000,0,,0,0,,,,,,,,1,NO,,,,,2,0,20,0,57,18.01,0,,0
cust309,,127786,0,,0,0,,,,,,,,1,NO,,,,,3,0,17,0,35,21.2,0,,0
cust310,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,5,4,13,21,1,,1
cust311,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,6,5,22,22,1,,1
cust312,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,39,22,0,,0
cust313,,150000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,23,18.53,0,,0
cust314,0,250000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,25,22,1,,1
cust315,0,1485000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,2,6,6,6,18,24.01,1,,1
cust316,0,725000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,11,21,11,18,22.99,1,,1
cust317,0,870000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,18,18,18,22,23.03,1,,1
cust318,0,150000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,14,5,14,18,24.09,1,,1
cust319,0,1300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,10,5,10,26,22,1,,1
cust320,0,325000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,16,5,16,34,19,1,,1
cust321,0,850000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,7,14,7,45,20.23,1,,1
cust322,,570000,0,,0,0,,,,,,,,1,NO,,,,,0,0,13,0,19,19.5,0,,0
cust323,,370000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,9,0,0,,0
cust324,,578000,0,,0,0,,,,,,,,1,NO,,,,,1,0,14,0,20,19.67,0,,0
cust325,,650000,0,,0,0,,,,,,,,1,NO,,,,,3,0,21,0,65,18.01,0,,0
cust326,0,855600,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,16,24,16,10,26,1,,1
cust327,0.5,110600,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,4,14,4,9,19.5,2,,2
cust328,,2054000,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,11,14,0,,0
cust329,,142600,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,14,0,,0
cust330,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,35,14.5,0,,0
cust331,,239590,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,35,20.52,0,,0
cust332,0,84500,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,9,5,9,9,26,1,,1
cust333,0.5,186800,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,6,5,6,21,25.48,2,,2
cust334,,135521,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,23,23.97,0,,0
cust335,,650000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,18.56,0,,0
cust336,0,2175000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,7,27,7,44,19,1,,1
cust337,,970000,0,,0,0,,,,,,,,1,NO,,,,,1,0,16,0,47,19.5,0,,0
cust338,,550000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,17,19.5,0,,0
cust339,,689224,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,35,21.96,0,,0
cust340,0,626668,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,12,5,12,21,20.53,2,,2
cust341,0,50924450,0,0,0,1,0,0,0,0,0,0,0,3,YES,2,0,0,2,4,18,,18,21,20.51,1,,1
cust342,0,250000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,14,20,14,16,21.59,1,,1
cust343,,375000,0,,0,0,,,,,,,,1,NO,,,,,2,0,28,0,17,21.5,0,,0
cust344,,30450,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,11,21.32,0,,0
cust345,,2358100,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,23,25.06,0,,0
cust346,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,4,5,4,33,18.54,1,,1
cust347,0,250000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,33,19.57,1,,1
cust348,0.5,325000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,21,20,21,12,22.67,2,,2
cust349,0,225000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,7,5,27,20.42,1,,1
cust350,0,275000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,4,5,13,21.6,1,,1
cust351,0,32500000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,7,7,7,16,21.01,1,,1
cust352,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,7,5,7,15,19,1,,1
cust353,0,550000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,6,5,6,15,19,1,,1
cust354,0.5,450000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,15,19,15,37,18.04,2,,2
cust355,0,850000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,9,5,37,22,1,,1
cust356,,150000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,17,22.09,0,,0
cust357,,550000,0,,0,0,,,,,,,,1,NO,,,,,1,0,9,0,19,23.01,0,,0
cust358,,450000,0,,0,0,,,,,,,,1,NO,,,,,2,0,23,0,33,23.2,0,,0
cust359,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,11,20,0,,0
cust360,,149106,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,35,20.41,0,,0
cust361,,387378,0,,0,0,,,,,,,,1,NO,,,,,0,0,3,0,35,22.12,0,,0
cust362,,183453,0,,0,0,,,,,,,,2,NO,,,,,0,0,5,0,21,22.1,0,,0
cust363,,800000,0,,0,0,,,,,,,,1,NO,,,,,2,0,10,0,23,22,0,,0
cust364,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,17,22,0,,0
cust365,0,310000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,31,5,31,36,19.52,1,,1
cust366,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,11,13,11,38,19.35,2,,2
cust367,0,135000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,7,14,7,23,19.66,1,,1
cust368,0,47975000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,43,19.56,1,,1
cust369,0,550000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,45,19.67,1,,1
cust370,0.5,950000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,9,12,9,38,19.53,2,,2
cust371,,450998,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,42,20.34,0,,0
cust372,0.5,650000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,24,29,24,40,24,2,,2
cust373,0,325000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,13,5,13,9,24,1,,1
cust374,0,550000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,11,5,11,16,22.09,1,,1
cust375,0,53025000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,11,13,11,18,23,1,,1
cust376,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,5,6,18,23.19,1,,1
cust377,,790000,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,23,24.4,0,,0
cust378,,450000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,19,23,0,,0
cust379,0,850000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,3,26,6,26,53,18.56,1,,1
cust380,,397330,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,35,21.17,0,,0
cust381,0,107542,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,30,5,30,22,23.97,1,,1
cust382,0,69449,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,5,16,5,10,23.43,1,,1
cust383,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,39,18.03,0,,0
cust384,,680000,0,,0,0,,,,,,,,1,NO,,,,,0,0,13,0,17,19.5,0,,0
cust385,0,125000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,0,,0,34,16,0,,0
cust386,,797000,0,,0,0,,,,,,,,1,NO,,,,,2,0,3,0,35,14.02,0,,0
cust387,0.5,570000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,7,5,7,15,18.78,2,,2
cust388,0.5,570000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,3,6,17,6,27,17.5,2,,2
cust389,0.5,410000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,5,5,5,15,19.5,2,,2
cust390,0,350000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,5,5,32,19.52,1,,1
cust391,,325000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,23,22,0,,0
cust392,,450000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,19.5,0,,0
cust393,0,396600,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,14,4,14,16,20,1,,1
cust394,0,626400,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,13,5,13,10,0,1,,1
cust395,0,550000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,17,5,17,22,20.2,1,,1
cust396,0,922500,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,31,16,31,39,18,1,,1
cust397,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,18,6,34,19.58,1,,1
cust398,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,9,0,44,19.5,0,,0
cust399,,310000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,0,0,,0
cust400,,670000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,35,19.5,0,,0
cust401,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,41,18.5,0,,0
cust402,0,850000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,11,27,11,28,23.36,1,,1
cust403,,53025000,0,,0,0,,,,,,,,1,NO,,,,,2,0,4,0,35,18.01,0,,0
cust404,,430000,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,36,19.52,0,,0
cust405,0,320000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,2,3,2,34,19.5,1,,1
cust406,0,480000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,20,17,20,34,20.24,1,,1
cust407,,640000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,23,19.5,0,,0
cust408,,310000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,51,19.5,0,,0
cust409,0.5,498000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,9,9,9,19,19.75,2,,2
cust410,,490000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,23,19.5,0,,0
cust411,,3801698,0,,0,0,,,,,,,,1,NO,,,,,0,0,9,0,17,17.23,0,,0
cust412,,313660,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,54,16.9,0,,0
cust413,,15467357,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,66,16.91,0,,0
cust414,,614750,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,11,0,0,,0
cust415,,742680,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,66,16.91,0,,0
cust416,,730000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,46,16.27,0,,0
cust417,0,125000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,16,5,16,33,16,1,,1
cust418,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,4,5,4,22,19.99,1,,1
cust419,0,346900,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,6,6,6,22,20,1,,1
cust420,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,3,7,3,38,20.03,1,,1
cust421,,220000,0,,0,0,,,,,,,,1,NO,,,,,0,0,2,0,33,20.19,0,,0
cust422,,296000,0,,0,0,,,,,,,,1,NO,,,,,0,0,31,0,66,16.96,0,,0
cust423,,1711536,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,64,17,0,,0
cust424,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,35,19.76,0,,0
cust425,,477800,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,35,18.5,0,,0
cust426,0,1838000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,7,7,7,10,0.01,1,,1
cust427,0,490000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,5,5,34,19.5,1,,1
cust428,0,125000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,16,5,16,21,13,1,,1
cust429,,402000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,17,19.5,0,,0
cust430,,780000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,29,19.5,0,,0
cust431,,610000,0,,0,0,,,,,,,,1,NO,,,,,0,0,17,0,34,19.5,0,,0
cust432,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,6,6,6,51,20,1,,1
cust433,0,450000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,5,5,5,5,40,20.01,1,,1
cust434,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,10,5,46,19.01,1,,1
cust435,0,1050000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,3,5,8,5,19,22.06,1,,1
cust436,0,1650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,20,5,8,21.14,1,,1
cust437,0.5,410000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,6,5,6,9,21,2,,2
cust438,0,850000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,9,5,9,34,23,1,,1
cust439,0,300000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,5,5,5,17,21.16,1,,1
cust440,,383192,0,,0,0,,,,,,,,1,NO,,,,,1,0,,0,23,24.49,0,,0
cust441,,109267,0,,0,0,,,,,,,,1,NO,,,,,0,0,30,0,27,23.97,0,,0
cust442,,378472,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,23,24.49,0,,0
cust443,0.5,157069,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,11,7,33,16,3,,3
cust444,0.5,1050000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,5,6,5,39,19.51,2,,2
cust445,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,27,19.52,1,,1
cust446,,700000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,27,20.09,0,,0
cust447,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,40,19,0,,0
cust448,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,12,5,12,40,19.51,1,,1
cust449,,258926,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,33,22.24,0,,0
cust450,,240000,0,,0,0,,,,,,,,1,NO,,,,,0,0,13,0,21,20.13,0,,0
cust451,,68192,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,35,22.77,0,,0
cust452,0,720000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,42,19.58,1,,1
cust453,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,16,5,50,20,1,,1
cust454,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,15,31,15,22,20,1,,1
cust455,,552720,0,,0,0,,,,,,,,1,NO,,,,,0,0,3,0,58,16.65,0,,0
cust456,,150000,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,46,15.58,0,,0
cust457,,145254,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,46,16,0,,0
cust458,0,125000,0,0,0,0,0,0,0,0,0,0,0,3,YES,0,0,0,0,2,23,16,23,25,21.62,2,,2
cust459,0,125000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,29,5,29,9,21,2,,2
cust460,0,125000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,5,5,5,21,20.01,1,,1
cust461,0,125000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,29,16,29,15,21.02,2,,2
cust462,0,125000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,2,5,5,5,15,20.51,1,,1
cust463,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,35,21.5,0,,0
cust464,0,150000,0,0,0,1,0,0,0,0,0,0,0,3,YES,2,0,0,2,0,0,5,0,33,20.28,0,,0
cust465,,118428,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,42,14.79,0,,0
cust466,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,21,5,21,22,23,1,,1
