cust_id,AVARAGE _INTER_BOUNCE_TIME,salary of customer,FIRST 3 MONTH_BOUNCE_RATIO,FIRST_MONTH_BOUNCE,LATEST 3 MONTH_BOUNCE_RATIO,LATEST 3 MONTH_CLEAR_RATIO,LATEST_3 MONTHONTH_AVARAGE UNIQ_INTENSITY,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_GT15D,LATEST_3 MONTHONTH_NUMBER OF TIME_FOLLOWUP_LQ15D,LATEST_MONTH_BOUNCE,LATEST_MONTH_FIRST_FOLLOWUP_DAY,LATEST_MONTH_LAST_FOLLOWUP_DAY,LATEST_MONTH_UNIQ_INTENSITY,month on book,NEVER_BOUNCE_FLAG,NUMBER OF TIME_BANK_CLEAR,NUMBER OF TIME_BOUNCE_PAID_BY_ END OF THE MONTH,NUMBER OF TIME_BOUNCES_LATEST_25PT,NUMBER OF TIME_CLEAR,number of deviations customer have at time of disbursal. ,Median day Offline payment  (like manual or mobility app payment)number of receipt cut,On which day receipt cut has been done,median receipt cut in last 6 month,remaining tenure of customer,RATE OF INTEREST,total number of dre receipt cut,TOTAL_OUTSTANDING_BALANCE LIVE_TRACTOR LOAN,number of unique receipt cut
cust1165,0,35970,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,1,5,1,38,19.02,1,,1
cust1166,0,231950,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,14,31,14,54,17.13,2,,2
cust1167,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,17,23,0,,0
cust1168,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,26,23,0,,0
cust1169,0.5,399000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,6,20,6,33,18.24,2,,2
cust1170,0,150000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,23,5,23,27,24,1,,1
cust1171,0,478000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,13,20,13,9,24,2,,2
cust1172,0,550000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,37,24.02,2,,2
cust1173,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,7,5,7,16,18.99,1,,1
cust1174,0,370000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,5,5,28,23.79,1,,1
cust1175,0,402000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,12,22,12,22,23,1,,1
cust1176,,552000,0,,0,0,,,,,,,,1,NO,,,,,1,0,16,0,51,17.91,0,,0
cust1177,,1050000,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,21,18.62,0,,0
cust1178,0,275000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,5,5,22,18,1,,1
cust1179,0,700000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,13,29,13,9,25.5,1,,1
cust1180,,650000,0,,0,0,,,,,,,,1,NO,,,,,3,0,5,0,23,20.03,0,,0
cust1181,,550000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,11,22,0,,0
cust1182,,300000,0,,0,0,,,,,,,,1,NO,,,,,1,0,13,0,29,20,0,,0
cust1183,,970000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,23,24,0,,0
cust1184,,570000,0,,0,0,,,,,,,,1,NO,,,,,3,0,13,0,32,21.62,0,,0
cust1185,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,3,7,5,7,21,19.53,2,,2
cust1186,0.5,975000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,7,5,7,21,19.53,2,,2
cust1187,0,750000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,5,5,5,21,23,1,,1
cust1188,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,,4,22,20,1,,1
cust1189,0,192195,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,5,4,32,16.12,1,,1
cust1190,0,653374,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,2,5,2,44,14.29,1,,1
cust1191,,241424,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,22,24.6,0,,0
cust1192,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,5,5,16,22.94,1,,1
cust1193,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,4,5,4,18,22.5,1,,1
cust1194,0,1130550,0,0,0,1,0,0,0,0,0,0,0,2,YES,1,0,0,1,1,0,30,0,44,16.27,0,,0
cust1195,0,770270,0,0,0,1,0,0,0,0,0,0,0,2,YES,1,0,0,1,1,0,5,0,56,16.11,0,,0
cust1196,0,803658,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,2,,2,56,16.12,1,,1
cust1197,0,501570,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,23,6,23,44,16.54,1,,1
cust1198,,155750,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,20,21.35,0,,0
cust1199,0,614000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,4,5,4,21,19,1,,1
cust1200,,400000,0,,0,0,,,,,,,,3,NO,,,,,0,0,4,0,15,24.11,0,,0
cust1201,0.5,614000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,12,31,12,40,18.5,2,,2
cust1202,0,965415,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,6,5,6,15,23.21,1,,1
cust1203,0,1416640,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,12,5,12,15,24.9,2,,2
cust1204,0,150000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,16,5,16,33,22.5,1,,1
cust1205,0,792500,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,7,6,16,20.05,1,,1
cust1206,,250000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,23,22.58,0,,0
cust1207,0,200000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,18,16,18,21,26.25,1,,1
cust1208,0,660000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,5,6,28,17.5,2,,2
cust1209,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,7,6,7,20,22.72,1,,1
cust1210,,640000,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,23,24,0,,0
cust1211,,1200000,0,,0,0,,,,,,,,1,NO,,,,,0,0,9,0,23,20,0,,0
cust1212,0,552042,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,14,,14,42,16.43,1,,1
cust1213,,710000,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,21,22.63,0,,0
cust1214,,370000,0,,0,0,,,,,,,,1,NO,,,,,1,0,5,0,23,22,0,,0
cust1215,,345000,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,9,24,0,,0
cust1216,0,1050000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,9,5,9,44,18.23,1,,1
cust1217,0,377600,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,8,6,8,15,21,2,,2
cust1218,0.5,310000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,12,6,12,27,22.82,2,,2
cust1219,0,1010000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,6,5,6,31,19.5,1,,1
cust1220,0,650000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,4,5,4,12,21,1,,1
cust1221,0.5,1050000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,6,9,6,21,22,2,,2
cust1222,0.5,125000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,5,4,5,45,18.24,2,,2
cust1223,0.5,396000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,17,4,17,28,17.71,2,,2
cust1224,0.5,300000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,18,5,18,33,19.57,2,,2
cust1225,0,220000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,16,9,16,39,28.01,1,,1
cust1226,0,96847700,0,0,0,1,0,0,0,0,0,0,0,2,YES,0,0,0,1,1,0,5,0,39,14.11,0,,0
cust1227,,112200,0,,0,0,,,,,,,,2,NO,,,,,0,0,4,0,18,14.03,0,,0
cust1228,0,308741,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,3,13,23,13,28,14.01,1,,1
cust1229,0,150000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,7,5,7,9,19.72,2,,2
cust1230,0,660000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,6,5,46,18.5,2,,2
cust1231,0,450000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,5,5,20,22.26,1,,1
cust1232,0,165000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,12,17,12,28,22.25,1,,1
cust1233,0,165000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,5,14,5,18,22,1,,1
cust1234,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,14,5,16,22.08,1,,1
cust1235,0,300000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,6,18,6,34,18.65,1,,1
cust1236,0,427309,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,30,14,30,56,15.51,1,,1
cust1237,0,600000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,30,,30,22,21,1,,1
cust1238,0,200000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,6,5,16,21.15,1,,1
cust1239,0,180000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,17,5,17,10,20,1,,1
cust1240,,600000,0,,0,0,,,,,,,,1,NO,,,,,0,0,23,0,11,22,0,,0
cust1241,,425000,0,,0,0,,,,,,,,1,NO,,,,,2,0,5,0,11,20,0,,0
cust1242,,330000,0,,0,0,,,,,,,,1,NO,,,,,3,0,20,0,29,22,0,,0
cust1243,,925000,0,,0,0,,,,,,,,1,NO,,,,,1,0,4,0,23,20,0,,0
cust1244,,250000,0,,0,0,,,,,,,,1,NO,,,,,0,0,8,0,11,21,0,,0
cust1245,0,837896,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,11,16,11,22,27.07,1,,1
cust1246,0,473255,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,1,4,14,4,25,25.05,1,,1
cust1247,0,125000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,7,14,7,22,25.92,1,,1
cust1248,0.5,660000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,10,16,10,33,18.36,2,,2
cust1249,0,300000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,12,5,12,21,18.6,2,,2
cust1250,0,397000,1,1,1,0,1,1,0,1,16,16,1,2,NO,0,1,1,0,0,16,20,16,22,17.66,1,,1
cust1251,,204560,0,,0,0,,,,,,,,3,NO,,,,,0,0,14,0,30,22.62,0,,0
cust1252,,303169,0,,0,0,,,,,,,,3,NO,,,,,1,0,5,0,42,22.53,0,,0
cust1253,0,575000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,5,9,5,9,20,1,,1
cust1254,0,275000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,6,5,6,21,20.94,1,,1
cust1255,0,600000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,5,5,5,21,22,1,,1
cust1256,0,191600,0,0,0,1,0,0,0,0,0,0,0,3,YES,1,0,0,1,0,0,5,0,54,16.06,0,,0
cust1257,0,2683500,0,0,0,1,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,0,5,0,54,16.01,0,,0
cust1258,0,239316,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,14,,14,56,15.13,1,,1
cust1259,0,150000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,16,5,16,15,19.6,1,,1
cust1260,0.5,300000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,6,13,6,28,19.24,2,,2
cust1261,,710000,0,,0,0,,,,,,,,1,NO,,,,,1,0,30,0,42,16.09,0,,0
cust1262,,570000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,19,24,0,,0
cust1263,,402000,0,,0,0,,,,,,,,1,NO,,,,,0,0,9,0,33,24,0,,0
cust1264,0.5,525000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,6,17,6,20,18.85,2,,2
cust1265,,1069000,0,,0,0,,,,,,,,1,NO,,,,,1,0,9,0,35,19.51,0,,0
cust1266,,450000,0,,0,0,,,,,,,,1,NO,,,,,2,0,10,0,35,19,0,,0
cust1267,,850000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,47,19.51,0,,0
cust1268,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,31,5,22,25.5,1,,1
cust1269,0,572158,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,31,5,31,33,17.07,1,,1
cust1270,0,225000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,2,,2,52,16.62,1,,1
cust1271,0,1761584,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,6,,6,57,16.73,1,,1
cust1272,,650000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,46,19,0,,0
cust1273,,850000,0,,0,0,,,,,,,,1,NO,,,,,1,0,13,0,48,19.01,0,,0
cust1274,,150000,0,,0,0,,,,,,,,1,NO,,,,,2,0,18,0,49,18.9,0,,0
cust1275,,370000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,19,19.03,0,,0
cust1276,0,1815000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,10,21,10,34,21.2,1,,1
cust1277,0.5,150000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,2,14,25,14,15,22,3,,3
cust1278,0.5,275000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,9,16,9,15,22.28,2,,2
cust1279,0.5,1130000,1,1,1,0,4,0,1,1,0,0,0,3,NO,0,2,1,0,4,21,10,21,33,22,1,,1
cust1280,0,690000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,15,5,15,21,22.01,2,,2
cust1281,0,1087814,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,20,4,56,15.54,1,,1
cust1282,0,1267744,0,0,0,1,0,0,0,0,0,0,0,2,YES,1,0,0,1,0,0,20,0,56,15.63,0,,0
cust1283,0,725601,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,13,5,13,20,17.83,1,,1
cust1284,,1275000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,19,18.99,0,,0
cust1285,,500000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,11,19.5,0,,0
cust1286,0,970000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,9,,9,15,19.39,2,,2
cust1287,0,445750,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,11,11,11,46,16.57,1,,1
cust1288,0,750000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,21,21,21,50,19.5,2,,2
cust1289,,50125000,0,,0,0,,,,,,,,2,NO,,,,,1,0,29,0,41,19.49,0,,0
cust1290,0,335000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,14,17,14,10,0,1,,1
cust1291,0,425000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,25,,25,34,19.5,2,,2
cust1292,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,6,6,26,18,1,,1
cust1293,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,7,6,26,18,1,,1
cust1294,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,3,11,5,11,46,19.01,1,,1
cust1295,0,15078,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,1,5,5,5,32,14.01,1,,1
cust1296,,50980,0,,0,0,,,,,,,,1,NO,,,,,0,0,5,0,23,26.24,0,,0
cust1297,0.5,2544750,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,8,25,8,42,19.18,2,,2
cust1298,0,70555,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,14,4,44,23.29,1,,1
cust1299,,1185413,0,,0,0,,,,,,,,2,NO,,,,,1,0,5,0,26,23.87,0,,0
cust1300,0,965450,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,18,20,18,56,17.45,1,,1
cust1301,0,500640,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,0,24,5,24,57,15.5,1,,1
cust1302,,800000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,39,19,0,,0
cust1303,0,400000,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,0,3,5,3,34,19,1,,1
cust1304,,525000,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,35,18.5,0,,0
cust1305,0,300000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,13,5,13,34,19.89,1,,1
cust1306,0,850000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,24,31,24,10,24,1,,1
cust1307,,300000,0,,0,0,,,,,,,,1,NO,,,,,3,0,,0,23,22.03,0,,0
cust1308,0,570000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,15,5,15,38,15.52,1,,1
cust1309,0,720000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,30,4,34,19.86,1,,1
cust1310,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,10,5,27,19,1,,1
cust1311,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,35,19.5,0,,0
cust1312,,800000,0,,0,0,,,,,,,,1,NO,,,,,2,0,16,0,53,18.89,0,,0
cust1313,,525000,0,,0,0,,,,,,,,1,NO,,,,,0,0,29,0,27,19,0,,0
cust1314,,718280,0,,0,0,,,,,,,,1,NO,,,,,0,0,,0,41,16.13,0,,0
cust1315,0,710168,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,11,13,11,33,16.5,2,,2
cust1316,0,1696500,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,5,5,20,19.59,1,,1
cust1317,,1696500,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,45,18.41,0,,0
cust1318,,5340000,0,,0,0,,,,,,,,1,NO,,,,,2,0,8,0,35,17.92,0,,0
cust1319,,150000,0,,0,0,,,,,,,,1,NO,,,,,0,0,7,0,9,0,0,,0
cust1320,0,650000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,21,5,40,19.5,1,,1
cust1321,,200000,0,,0,0,,,,,,,,1,NO,,,,,0,0,4,0,35,18.5,0,,0
cust1322,,78754,0,,0,0,,,,,,,,1,NO,,,,,0,0,9,0,34,16.81,0,,0
cust1323,0.5,1696500,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,6,5,6,9,0.01,2,,2
cust1324,0.5,570000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,1,7,10,7,45,18.84,2,,2
cust1325,,1275000,0,,0,0,,,,,,,,1,NO,,,,,0,0,10,0,27,22.02,0,,0
cust1326,,1178000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,11,24,0,,0
cust1327,,850000,0,,0,0,,,,,,,,1,NO,,,,,2,0,25,0,11,22,0,,0
cust1328,,999000,0,,0,0,,,,,,,,1,NO,,,,,3,0,10,0,23,22.59,0,,0
cust1329,,966000,0,,0,0,,,,,,,,1,NO,,,,,1,0,8,0,32,22,0,,0
cust1330,0,226170,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,5,5,5,21,14.02,1,,1
cust1331,,1200000,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,39,19,0,,0
cust1332,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,22,18.53,0,,0
cust1333,,150000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,18,18.5,0,,0
cust1334,,300000,0,,0,0,,,,,,,,1,NO,,,,,0,0,6,0,17,22.81,0,,0
cust1335,,1180300,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,23,26.07,0,,0
cust1336,,563504,0,,0,0,,,,,,,,1,NO,,,,,1,0,9,0,22,26.21,0,,0
cust1337,0,125000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,5,4,10,24.3,1,,1
cust1338,0,125000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,4,20,4,28,21.5,1,,1
cust1339,0,185596,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,4,8,4,33,16,3,,3
cust1340,0,93240,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,30,27,30,56,16.06,1,,1
cust1341,,650000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,50,18.5,0,,0
cust1342,,370000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,45,19.51,0,,0
cust1343,,150000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,29,19,0,,0
cust1344,,525000,0,,0,0,,,,,,,,1,NO,,,,,1,0,17,0,35,19,0,,0
cust1345,,270000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,29,19.54,0,,0
cust1346,,14140000,0,,0,0,,,,,,,,1,NO,,,,,1,0,7,0,27,19.09,0,,0
cust1347,0,1700005,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,4,,4,56,16.11,1,,1
cust1348,0,908875,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,19,5,19,22,20.5,1,,1
cust1349,,250000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,23,22,0,,0
cust1350,,17446700,0,,0,0,,,,,,,,1,NO,,,,,1,0,10,0,23,20,0,,0
cust1351,,250000,0,,0,0,,,,,,,,1,NO,,,,,2,0,9,0,23,20.5,0,,0
cust1352,,149628,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,22,26.32,0,,0
cust1353,,556892,0,,0,0,,,,,,,,1,NO,,,,,0,0,14,0,22,20.05,0,,0
cust1354,0,80845,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,2,4,5,4,32,14,1,,1
cust1355,0,150000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,6,5,27,22.25,1,,1
cust1356,,325000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,39,19.5,0,,0
cust1357,,2188000,0,,0,0,,,,,,,,1,NO,,,,,1,0,6,0,35,19.61,0,,0
cust1358,0,250000,0,0,0,0.5,0,0,0,0,0,0,0,3,YES,1,0,0,1,4,6,5,6,21,18.5,1,,1
cust1359,,228986,0,,0,0,,,,,,,,2,NO,,,,,2,0,16,0,22,22.03,0,,0
cust1360,0,302000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,7,5,7,17,22.04,1,,1
cust1361,0,115560,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,25,5,25,26,24,1,,1
cust1362,,329672,0,,0,0,,,,,,,,3,NO,,,,,1,0,,0,21,26.35,0,,0
cust1363,0,88352,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,11,8,11,22,24,1,,1
cust1364,,328011,0,,0,0,,,,,,,,3,NO,,,,,0,0,14,0,21,26.17,0,,0
cust1365,0,390622,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,6,25,6,32,22.68,1,,1
cust1366,0,476000,0.5,0,0.5,0,2,0,2,1,10,10,2,3,NO,0,1,1,0,2,18,16,18,32,22.02,2,,2
cust1367,0,250000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,31,5,31,16,21.38,1,,1
cust1368,,850000,0,,0,0,,,,,,,,1,NO,,,,,2,0,7,0,47,18.54,0,,0
cust1369,,1050000,0,,0,0,,,,,,,,1,NO,,,,,3,0,6,0,41,19.01,0,,0
cust1370,,1050000,0,,0,0,,,,,,,,1,NO,,,,,3,0,7,0,45,18.5,0,,0
cust1371,,310000,0,,0,0,,,,,,,,1,NO,,,,,2,0,10,0,25,19.53,0,,0
cust1372,0,370352,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,0,31,5,31,21,26.63,1,,1
cust1373,,431460,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,17,26.25,0,,0
cust1374,0,1050000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,2,5,5,5,21,19,1,,1
cust1375,0.5,1575000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,2,26,25,26,33,19.5,2,,2
cust1376,,135222,0,,0,0,,,,,,,,2,NO,,,,,0,0,3,0,16,26.22,0,,0
cust1377,,464455,0,,0,0,,,,,,,,2,NO,,,,,0,0,7,0,16,26.56,0,,0
cust1378,0,375000,0.5,0,0.5,0,0,0,0,1,0,0,0,3,NO,0,1,1,0,1,19,6,19,21,20.7,2,,2
cust1379,0,450436,0,0,0,0,0,0,0,0,0,0,0,2,YES,0,0,0,0,2,10,13,10,21,21.05,1,,1
cust1380,,125000,0,,0,0,,,,,,,,1,NO,,,,,1,0,17,0,14,26.08,0,,0
cust1381,0,2544750,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,1,5,7,5,43,18.61,1,,1
cust1382,0,530000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,7,8,7,38,19,1,,1
cust1383,0,970000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,11,7,11,20,19.58,1,,1
cust1384,0,450000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,2,5,5,5,30,19.58,1,,1
cust1385,0,389000,1,1,1,0,0,0,0,1,0,0,0,2,NO,0,1,1,0,0,5,25,5,28,18.52,1,,1
cust1386,0.5,850000,1,1,1,0,0,0,0,1,0,0,0,3,NO,0,2,1,0,0,5,,18,17,19.57,2,,2
cust1387,,650000,0,,0,0,,,,,,,,1,NO,,,,,2,0,6,0,32,19.61,0,,0
cust1388,0,250000,0.5,1,0.5,0.5,0,0,0,0,0,0,0,3,NO,1,1,0,1,1,14,5,14,21,21.05,1,,1
cust1389,,500000,0,,0,0,,,,,,,,2,NO,,,,,0,0,,0,56,16.82,0,,0
